#Vega Scene - Grønt tak, 6.96.0, Vannføring, dogn
Tidspunkt;Vannføring (m³/s);Korrigert;Kontrollert
2021-03-17 11:00:00Z;7,531944E-06;0;1
2021-03-18 11:00:00Z;6,097223E-06;0;1
2021-03-19 11:00:00Z;6,910069E-06;0;1
2021-03-20 11:00:00Z;6,351042E-06;0;1
2021-03-21 11:00:00Z;5,975346E-06;0;1
2021-03-22 11:00:00Z;7,337151E-06;0;1
2021-03-23 11:00:00Z;9,824307E-06;0;1
2021-03-24 11:00:00Z;1,254167E-05;0;1
2021-03-25 11:00:00Z;1,091042E-05;0;1
2021-03-26 11:00:00Z;9,962502E-06;0;1
2021-03-27 11:00:00Z;4,114167E-05;0;1
2021-03-28 11:00:00Z;1,575174E-05;0;1
2021-03-29 11:00:00Z;2,722603E-05;0;1
2021-03-30 11:00:00Z;1,409445E-05;0;1
2021-03-31 11:00:00Z;9,52153E-06;0;1
2021-04-01 11:00:00Z;5,15764E-06;0;1
2021-04-02 11:00:00Z;3,056944E-06;0;1
2021-04-03 11:00:00Z;1,815625E-06;0;1
2021-04-04 11:00:00Z;1,754578E-06;0;1
2021-04-05 11:00:00Z;8,826395E-07;0;1
2021-04-06 11:00:00Z;7,874997E-07;0;1
2021-04-07 11:00:00Z;7,836804E-07;0;1
2021-04-08 11:00:00Z;2,847222E-07;0;1
2021-04-09 11:00:00Z;7,600698E-07;0;1
2021-04-10 11:00:00Z;6,950701E-07;0;1
2021-04-11 11:00:00Z;7,211805E-07;0;1
2021-04-12 11:00:00Z;1,159792E-05;0;1
2021-04-13 11:00:00Z;5,640972E-06;0;1
2021-04-14 11:00:00Z;2,095486E-06;0;1
2021-04-15 11:00:00Z;1,028124E-06;0;1
2021-04-16 11:00:00Z;7,555559E-07;0;1
2021-04-17 11:00:00Z;7,104167E-07;0;1
2021-04-18 11:00:00Z;7,413198E-07;0;1
2021-04-19 11:00:00Z;8,107642E-07;0;1
2021-04-20 11:00:00Z;8,284721E-07;0;1
2021-04-21 11:00:00Z;7,635419E-07;0;1
2021-04-22 11:00:00Z;7,482637E-07;0;1
2021-04-23 11:00:00Z;8,652777E-07;0;1
2021-04-24 11:00:00Z;8,156253E-07;0;1
2021-04-25 11:00:00Z;7,743059E-07;0;1
2021-04-26 11:00:00Z;7,288198E-07;0;1
2021-04-27 11:00:00Z;7E-07;0;1
2021-04-28 11:00:00Z;7,60764E-07;0;1
2021-04-29 11:00:00Z;7,829861E-07;0;1
2021-04-30 11:00:00Z;8,326388E-07;0;1
2021-05-01 11:00:00Z;7,906249E-07;0;1
2021-05-02 11:00:00Z;8,250003E-07;0;1
2021-05-03 11:00:00Z;8,295139E-07;0;1
2021-05-04 11:00:00Z;7,277779E-07;0;1
2021-05-05 11:00:00Z;1,072916E-06;0;1
2021-05-06 11:00:00Z;1,433332E-06;0;1
2021-05-07 11:00:00Z;8,006948E-07;0;1
2021-05-08 11:00:00Z;7,149308E-07;0;1
2021-05-09 11:00:00Z;5,213889E-06;0;1
2021-05-10 11:00:00Z;5,521076E-05;0;1
2021-05-11 11:00:00Z;1,083229E-05;0;1
2021-05-12 11:00:00Z;0,0001387917;0;1
2021-05-13 11:00:00Z;1,035174E-05;0;1
2021-05-14 11:00:00Z;5,583679E-06;0;1
2021-05-15 11:00:00Z;8,036806E-06;0;1
2021-05-16 11:00:00Z;3,038334E-05;0;1
2021-05-17 11:00:00Z;9,212324E-05;0;1
2021-05-18 11:00:00Z;2,197361E-05;0;1
2021-05-19 11:00:00Z;2,997224E-06;0;1
2021-05-20 11:00:00Z;8,031252E-07;0;1
2021-05-21 11:00:00Z;6,784721E-07;0;1
2021-05-22 11:00:00Z;9,631942E-07;0;1
2021-05-23 11:00:00Z;1,242708E-06;0;1
2021-05-24 11:00:00Z;2,691667E-06;0;1
2021-05-25 11:00:00Z;1,044096E-06;0;1
2021-05-26 11:00:00Z;3,965764E-05;0;1
2021-05-27 11:00:00Z;8,597183E-06;0;1
2021-05-28 11:00:00Z;9,350691E-07;0;1
2021-05-29 11:00:00Z;8,923604E-07;0;1
2021-05-30 11:00:00Z;9,427079E-07;0;1
2021-05-31 11:00:00Z;9,999989E-07;0;1
